date,text,PTR Sentiment,Flair Sentiment,Flair Score,Repost,Hastags
2023-12-15T08:40:38.000Z, US-Kongress billigt Rekord-Verteidigungsetat - Hilfe für Ukraine begrenzt  EU stimmt für Beitrittsgespräche mit Ukraine - Kein Orban-Veto  Verdi kündigt Streiks im Einzelhandel im Weihnachtsgeschäft anhttps://scom.ly/gW5vGL9#Börsenkommentar #Augenblick,0.5045,POSITIVE,0.9384,0,"['#Börsenkommentar', '#Augenblick']"
2023-11-21T08:45:38.000Z, Bundesbank sieht deutsche Wirtschaft am Jahresende in Rezession  Wien - Gläubigerschützer erwartet mehr Insolvenzen  Berlin - Umstrittene Rückkehr zu 19 Prozent Mehrwertsteuer in Gastronomiehttps://scom.ly/gW5vGL9#Börsenkommentar #Augenblick,0.5007,NEGATIVE,0.5151,0,"['#Börsenkommentar', '#Augenblick']"
2023-11-20T08:30:04.000Z, Bayer bricht eine Studie mit Hoffnungsträger Asundexian ab  Klägeranwälte - Bayer in Glyphosat-Prozess zu Milliardenzahlung verurteilt  Ampel verliert nach Urteil an Zustimmung und debattiert über Kürzungenhttps://scom.ly/gW5vGL9#Börsenkommentar #Augenblick,0.501,POSITIVE,0.9972,0,"['#Börsenkommentar', '#Augenblick']"
2023-11-17T09:56:43.000Z, Mars macht mobil - Mars schluckt Schokoladenhersteller Hotel Chocolat  US-Notenbankerin - Brauchen mehr Belege für Rückgang der Inflation  EU beschließt schwerere Strafen bei Umweltverbrechenhttps://scom.ly/gW5vGL9#Börsenkommentar #Augenblick,0.5046,POSITIVE,0.9744,0,"['#Börsenkommentar', '#Augenblick']"
2023-11-16T09:40:23.000Z,"#OurFuture: Together with our employees, clients and partners, alongside a host of renowned #ESG experts, our first #UniCreditESGDay led us through a series of engaging and impactful discussions covering the full spectrum of ESG topics.",0.5067,POSITIVE,0.999,0,"['#OurFuture', '#ESG', '#UniCreditESGDay']"
2023-11-16T08:30:05.000Z, Japans Wirtschaft schrumpft - Rezession nicht auszuschließen  Industrieproduktion im Euroraum sinkt im September deutlich  Buffett trennt sich von Beteiligungen und setzt auf Cashhttps://scom.ly/gW5vGL9#Börsenkommentar #Augenblick,0.5033,POSITIVE,0.9613,0,"['#Börsenkommentar', '#Augenblick']"
2023-11-15T08:30:03.000Z, Mega-Klimaschutzinvestment: Bund plant Wasserstoff-Kernnetz für 20 Milliarden Euro Weihnachtsrallye - Gute Inflationsdaten aus den USA schieben Börsen an  Fußball-Bundesliga wagt neuen Anlauf für Investoren-Einstieghttps://scom.ly/gW5vGL9#Börsenkommentar #Augenblick,0.5088,POSITIVE,0.9996,0,"['#Börsenkommentar', '#Augenblick']"
2023-11-14T08:35:02.000Z, Materialmangel in Industrie sinkt - Vorkrisenniveau nicht mehr weit weg  Berlin - Regierung plant mehr Geld für Aktienrente und Ukraine-Hilfe  Austin - UN besorgt über Chinas und Russlands Hilfe für Nordkoreahttps://scom.ly/gW5vGL9#Börsenkommentar #Augenblick,0.5036,POSITIVE,0.9919,0,"['#Börsenkommentar', '#Augenblick']"
2023-10-24T08:58:49.000Z, UniCredit announces its 3Q23 & 9M23 Group Results Presentation. You can find all the materials and follow our Audio Webcast & Conference call at the link below. Link in carousel #UniCredit #UniCreditUnlocked #Results #Financial,0.5231,NEGATIVE,0.7391,0,"['#UniCredit', '#UniCreditUnlocked', '#Results', '#Financial']"
2023-10-24T07:00:11.000Z," Follow our 3Q23 & 9M23 Group Results Presentation ""We are well on our way to fulfilling our ambition of becoming the Bank for Europe’s Future. "" Andrea Orcel, CEO of #UniCredit 10.00 CET #Live webcast: LINK #UniCredit #UniCreditUnlocked #Results #Financial",0.5323,POSITIVE,0.9659,0,"['#UniCredit', '#Live', '#UniCredit', '#UniCreditUnlocked', '#Results', '#Financial']"
2023-10-24T05:18:25.000Z," #UniCredit: 3Q23 and 9M23 Group #Results  Another strong set of Results, setting a new benchmark for banking #UniCreditUnlocked #Financial [2/2]",0.5683,POSITIVE,0.9996,0,"['#UniCredit', '#Results', '#UniCreditUnlocked', '#Financial']"
2023-10-24T05:15:54.000Z," #UniCredit: 3Q23 and 9M23 Group #Results  Another strong set of Results, setting a new benchmark for banking #UniCreditUnlocked #Financial [1/2]",0.5683,POSITIVE,0.9996,0,"['#UniCredit', '#Results', '#UniCreditUnlocked', '#Financial']"
2023-10-23T07:30:03.000Z, Israel greift erneut Ziele im Gazastreifen und Libanon an  Starke Militärpräsenz der USA und China im Nahen Osten  China - Aussichten im Nahost-Konflikt besorgniserregendhttps://scom.ly/gW5vGL9#Börsenkommentar #Augenblick,0.5068,POSITIVE,0.9472,0,"['#Börsenkommentar', '#Augenblick']"
2023-10-18T07:35:04.000Z, Deutschland und Frankreich einigen sich im EU-Energie-Streit  IS bekennt sich zum Anschlag auf Schweden in Brüssel  ABB schafft Gewinnsprung und hebt Ausblick anhttps://scom.ly/gW5vGL9#Börsenkommentar #Augenblick,0.5011,POSITIVE,0.9946,0,"['#Börsenkommentar', '#Augenblick']"
2023-10-17T07:30:05.000Z, Inflation - Immobilienmarkt: Mieten in München steigen drastisch  Nachfrageeinbruch drückt Corona-Impfstoff-Hersteller  Euro-Zone mit Handelsüberschuss - Importe schrumpfen weit stärker als Exportehttps://scom.ly/gW5vGL9#Börsenkommentar #Augenblick,0.5067,POSITIVE,0.9572,0,"['#Börsenkommentar', '#Augenblick']"
2023-09-25T07:30:08.000Z, Gegner von neuem BMW-Werk in Bayern scheitern bei Bürgerentscheid  Frankreich gibt Militärpräsenz im Niger nach Putsch auf Armenier erwarten Fluchtwelle nach Gewalt in Bergkarabachhttps://scom.ly/gW5vGL9#Börsenkommentar #Augenblick,0.5,POSITIVE,0.9703,0,"['#Börsenkommentar', '#Augenblick']"
2023-09-21T07:30:07.000Z, Fed signalisiert straffen Zinskurs - Aktien unter Druck  Fast 70 Staaten unterzeichnen UN-Übereinkommen zum Schutz der Meere  Experten - Rohstoffabhängigkeit von China wird noch länger anhaltenhttps://scom.ly/gW5vGL9#Börsenkommentar #Augenblick,0.5024,POSITIVE,0.9295,0,"['#Börsenkommentar', '#Augenblick']"
2023-09-20T08:20:02.000Z," Studie - Mieten im Umland gefragter Großstädte werden teurer  5,2% - Inflation im Euro-Raum lässt im August leicht nach  Zeitenwende? Chinas Gallium- und Germanium-Exporte fallen auf Nullhttps://scom.ly/gW5vGL9#Börsenkommentar #Augenblick",0.5069,NEGATIVE,0.9982,0,"['#Börsenkommentar', '#Augenblick']"
2023-09-19T07:30:05.000Z, Institut - Rezessionswahrscheinlichkeit in Deutschland bei 74 Prozent  Klagen gegen Starbucks - Keine Mango in Mango-Limonade  Börsengang von Schott Pharma soll fast eine Milliarde bringenhttps://scom.ly/gW5vGL9#Börsenkommentar #Augenblick,0.5008,POSITIVE,0.9759,0,"['#Börsenkommentar', '#Augenblick']"
2023-09-18T07:30:03.000Z," Neuer Höchststand - Taiwan meldet 103 chinesische Kampfjets nahe der Insel Strategiepapier warnt EU vor China-Abhängigkeit bei Batterien für E-Autos  Keine Annäherung im Tarifstreit bei GM, Ford und Chryslerhttps://scom.ly/gW5vGL9#Börsenkommentar #Augenblick",0.5038,POSITIVE,0.894,0,"['#Börsenkommentar', '#Augenblick']"
2023-09-15T13:42:50.000Z,"We are delighted to be Global Partner and exclusive Global Banking Partner of the America's Cup 2024.We are confident that this partnership, and our shared focus on diversity, innovation and sustainability, will unlock incredible value for both #UniCredit and the @americascup.",0.5317,POSITIVE,0.9986,0,['#UniCredit']
2023-09-15T07:30:04.000Z, Berlin - Keine Erholung in der Chemiebranche greifbar - Zitat Verband: Die Lage ist ernst  Adobe prognostiziert dank KI Quartalsgewinn über Erwartungen  Gewerkschaft UAW startet Streik bei großen US-Autobauernhttps://scom.ly/gW5vGL9#Börsenkommentar #Augenblick,0.5028,POSITIVE,0.986,0,"['#Börsenkommentar', '#Augenblick']"
2023-09-14T10:46:44.000Z, #OurCommunities: the world-famous @americascup and #UniCredit are delighted to announce a brand-new collaboration with UniCredit as Global Partner and exclusive Global Banking Partner of the 37th America’s Cup 2024. ,0.5455,POSITIVE,0.9984,0,"['#OurCommunities', '#UniCredit']"
2023-07-31T07:35:10.000Z, Lagarde (EZB): BIP-Zahlen großer Euro-Länder recht ermutigend  Nachfrageschwund macht Chinas Industrie weiter zu schaffen Ukraine: Gespräche in Saudi-Arabien umfassen Selenskyjs Friedensplanhttps://scom.ly/gW5vGL9#Börsenkommentar #Augenblick,0.5064,POSITIVE,0.9893,0,"['#Börsenkommentar', '#Augenblick']"
2023-07-28T07:30:07.000Z, EZB hebt Zinsen auf höchstes Niveau seit 2000 an und lässt Fortsetzung der Zinsserie offen Nestle plant weitere Preiserhöhungen Notenbankaktionen sorgen für festen Dollar und schwächere Börsenhttps://scom.ly/gW5vGL9#Börsenkommentar #Augenblick,0.5032,POSITIVE,0.9971,0,"['#Börsenkommentar', '#Augenblick']"
2023-07-27T07:30:15.000Z, Deutlich mehr Firmenkonkurse im ersten Halbjahr Porsche steigert Gewinn deutlich - Vorsicht beim Ausblick Nissan und Renault zurren Allianz neu fest - Nissan verdoppelt Gewinnhttps://scom.ly/gW5vGL9#Börsenkommentar #Augenblick,0.5007,POSITIVE,0.7384,0,"['#Börsenkommentar', '#Augenblick']"
2023-07-26T09:05:35.000Z, UniCredit announces its 2Q23 & 1H23 Group Results Presentation. You can find all the materials and follow our Audio Webcast & Conference call  #UniCredit #UniCreditUnlocked #Results #Financial,0.5275,NEGATIVE,0.7317,0,"['#UniCredit', '#UniCreditUnlocked', '#Results', '#Financial']"
2023-07-26T07:54:50.000Z," Follow our 2Q23 & 1H23 Group Results Presentation ""We continue to achieve excellence through a winning strategy rooted in our ongoing industrial transformation."" Andrea Orcel - Group CEO 11 CET #Live webcast #UniCredit #UniCreditUnlocked #Results #Financial",0.5402,POSITIVE,0.9987,0,"['#Live', '#UniCredit', '#UniCreditUnlocked', '#Results', '#Financial']"
2023-07-26T06:32:46.000Z," #UniCredit: 2Q23 and 1H23 Group #Results  Record-breaking set of results, delivering sustainable excellence. #UniCreditUnlocked #Financial [2/2]",0.5393,POSITIVE,0.9998,0,"['#UniCredit', '#Results', '#UniCreditUnlocked', '#Financial']"
2023-07-26T05:10:40.000Z," #UniCredit: 2Q23 and 1H23 Group #Results  Record-breaking set of results, delivering sustainable excellence. #UniCreditUnlocked #Financial [1/2]",0.5393,POSITIVE,0.9998,0,"['#UniCredit', '#Results', '#UniCreditUnlocked', '#Financial']"
2023-07-07T07:30:11.000Z, Klimapolitik - US-Republikaner stellen sich gegen Bidens Pläne für Verkehrswende  Levi Strauss senkt wegen höhere Kosten Gewinnprognose  Ökonomen skeptisch - Ifo-Chef Fuest erwartet schwere Jahre für Deutschlandhttps://scom.ly/gW5vGL9#Börsenkommentar #Augenblick,0.5028,POSITIVE,0.8826,0,"['#Börsenkommentar', '#Augenblick']"
2023-07-06T10:00:08.000Z,Im Zeichen des Prime Days: Welche Pläne hat Amazon für das aktuelle Geschäftsjahr? Der Online-Riese verrät es uns!  Erfahren Sie mehr: https://blog.onemarkets.de/amazon-pause-nach-der-starken-rally/…#weeklyhighlights #investment #hypovereinsbank,0.5057,NEGATIVE,0.9692,0,"['#weeklyhighlights', '#investment', '#hypovereinsbank']"
2023-07-06T07:30:16.000Z, Chinas Rohstoffkontrollen sind erst der Anfang  Extremwetter - Tote nach Starkregen in China - Xi ruft Behörden zu mehr Anstrengungen auf  BaFin-Chef will verstärkt gegen Greenwashing vorgehenhttps://scom.ly/gW5vGL9#Börsenkommentar #Augenblick,0.5028,POSITIVE,0.9734,0,"['#Börsenkommentar', '#Augenblick']"
2023-07-05T07:30:14.000Z, Studie - Chinesische Handys dominieren russischen Markt  Zeitungen - Chinas Exportkontrollen eine Warnung an die USA und ihre Verbündeten  CAIXIN - Erholung des chinesischen Dienstleistungssektors verliert an Schwunghttps://scom.ly/gW5vGL9#Börsenkommentar #Augenblick,0.5004,POSITIVE,0.9967,0,"['#Börsenkommentar', '#Augenblick']"
2023-07-04T07:30:16.000Z, Twitter-Turbulenzen geben Mastodon erneuten Nutzer-Schub  Medien - Französischer Supermarktkette Casino droht Schieflage  Mobilfunkausbau in Bayern - Baurechts-Lockerungen beschlossenhttps://scom.ly/gW5vGL9#Börsenkommentar #Augenblick,0.4991,NEGATIVE,0.6767,0,"['#Börsenkommentar', '#Augenblick']"
2023-07-03T07:30:14.000Z, AfD-Kandidat gewinnt Bürgermeisterwahl in Sachsen-Anhalt  Tesla mit Auslieferungsrekord - Analystenerwartungen übertroffen  Russland - 700.000 Kinder aus der Ukraine haben in Russland - Zitat: Zuflucht gefundenhttps://scom.ly/gW5vGL9#Börsenkommentar #Augenblick,0.5006,POSITIVE,0.9971,0,"['#Börsenkommentar', '#Augenblick']"
