Date Posted,Source,Headline,Preview,Link,PTR Headline Sentiment,Flair Headline Outlook,Flair Headline Score,PTR Preview Sentiment,Flair Preview Outlook,Flair Preview Score
11/20/2024,Reuters,France's Alldritt dropped for Argentina clash as Galthie makes four changes,https://www.avfc.co.uk/news/2024/november/17/digne-and-rogers-in-international-action/,"France coach Fabien Galthie named his squad on Wednesday for their upcoming match against Argentina, making four changes to the starting...",0.503,POSITIVE,0.612,0.526,POSITIVE,0.96
11/17/2024,BBC,Nations League: Adrien Rabiot double seals top spot for France as they beat Italy,https://www.offshorewind.biz/2024/11/18/12-developers-in-running-for-four-new-offshore-wind-sites-in-france/,Adrien Rabiot scores two headers as France beat Italy at the San Siro to overtake the Azzurri and win Nations League Group A2.,0.513,POSITIVE,1.0,0.538,POSITIVE,0.519
11/15/2024,BBC,Whistles and boos at tense France-Israel football match,https://www.bbc.com/sport/rugby-union/articles/c3e8w74qk9go,Some football fans attending the European Nations League match in Paris between France and Israel whistled and booed as the Israeli anthem...,0.501,NEGATIVE,0.997,0.504,POSITIVE,0.932
11/20/2024,Le Monde.fr,The French economy's risk of a negative spiral,https://www.lemonde.fr/en/france/article/2024/11/20/french-farmers-lift-border-blockade_6733483_7.html,"EDITORIAL. France's difficulties (falling investment, redundancy plans, rising unemployment, etc.) have come at the worst possible time,...",0.496,NEGATIVE,0.964,0.5,NEGATIVE,0.856
11/20/2024,revolutionsoccer.net,"International Roundup | Miller bags goal, helps U.S. U-20s to wins over Korea Republic and France",https://www.reuters.com/sports/soccer/lvmh-brands-can-choose-forge-deals-with-paris-fc-soccer-club-or-not-arnault-2024-11-20/,There are countless reasons to be excited about the future of U.S. Soccer at the moment. The U.S. Men's National Team recently advanced to...,0.504,POSITIVE,1.0,0.508,POSITIVE,0.963
11/16/2024,Transfermarkt,Italy v France - Which nations have produced the most valuable players ever?,https://www.euractiv.com/section/agriculture-food/news/france-greece-italy-renew-push-against-alternative-proteins/,On Sunday Italy welcome France to the San Siro in what will likely conclude their recent contest for top spot in Group 2 of their Nations...,0.501,NEGATIVE,0.847,0.513,POSITIVE,0.835
11/19/2024,Business Matters,France targets UK businesses with ‘Choose France’ campaign amid tax concerns,https://www.tntsports.co.uk/rugby/test-match/2024/france-30-29-new-zealand-les-bleus-grind-out-thrilling-victory-over-all-blacks-in-autumn-nations-ser_sto10393310/story.shtml,"France launches ""Choose France"" campaign in UK to attract businesses amid tax concerns, featuring adverts in major newspapers and aiming to...",0.511,NEGATIVE,0.978,0.522,POSITIVE,0.584
11/20/2024,Reuters,France's Le Pen threatens to topple government on cost-of-living concerns,https://www.lemonde.fr/en/france/article/2024/11/20/at-the-trial-of-le-pen-and-her-party-the-other-accused-are-hardly-defended_6733465_7.html,French far-right leader Marine Le Pen on Wednesday threatened to seek to topple Prime Minister Michel Barnier's fragile coalition government...,0.514,NEGATIVE,0.982,0.501,NEGATIVE,0.995
11/18/2024,National Geographic,The best places to ski in France this season,https://www.reuters.com/sports/france-team-against-argentina-2024-11-20/,"From the best places for Apres-ski and off-piste to top-notch family accommodation, we select the best places to hit the French slopes this...",0.521,POSITIVE,1.0,0.513,POSITIVE,0.787
11/19/2024,Le Monde.fr,Patrick Artus: 'France or the US: Which model is preferable?',https://www.bbc.com/sport/football/live/c8rl3npm0nxt,"COLUMN. The dilemma between equity and efficiency is the subject of divergent political choices on both sides of the Atlantic, the economist...",0.516,NEGATIVE,0.95,0.506,POSITIVE,0.962
11/19/2024,CGA Strategy,Optimising premium drink sales in France’s On Premise,https://www.bbc.com/news/articles/c98d9nrg1rgo,"French consumers are becoming more selective in their drink choices, and seeking quality over quantity when visiting bars and restaurants.",0.583,POSITIVE,0.998,0.519,POSITIVE,0.827
11/17/2024,BBC,Final phase for mass rape trial that has horrified France,https://www.lemonde.fr/en/opinion/article/2024/11/20/the-french-economy-s-risk-of-a-negative-spiral_6733439_23.html,"After 10 weeks, the mass rape trial that has shocked France is moving on to the final phase of closing statements.",0.504,POSITIVE,0.99,0.499,POSITIVE,0.545
11/16/2024,tntsports.co.uk,France v New Zealand: All Blacks' iconic Haka lights up Paris ahead of Autumn Nations Series showdown - Rugby video,https://www.revolutionsoccer.net/news/international-roundup-miller-bags-goal-us-u-20s-wins-over-south-korea-and-france,"A darkened Stade de France was treated to a stunning Haka, the All Blacks' iconic pre-match tradition. It came ahead of France v New Zealand...",0.531,POSITIVE,0.996,0.544,POSITIVE,0.725
11/19/2024,France 24,Gisèle Pelicot slams 'macho' society that 'trivialises rape' in closing statement,https://www.transfermarkt.com/italy-v-france-which-nations-have-produced-the-most-valuable-players-ever-/view/news/446230,"In her closing statement of the mass rape trial that has sent shockwaves across the country, survivor Gisèle Pelicot said it was time for...",0.504,POSITIVE,0.561,0.51,POSITIVE,0.518
11/14/2024,Financial Times,France shuns COP29 but oil and gas industry shows up as climate summit divisions deepen,https://bmmagazine.co.uk/news/france-targets-uk-businesses-with-choose-france-campaign-amid-tax-concerns/,"France and Argentina have withdrawn their top negotiators from the COP29 summit in Azerbaijan, deepening the divisions at a climate summit already shaken by...",0.515,NEGATIVE,0.745,0.52,NEGATIVE,0.973
11/14/2024,Statewatch |,"France, Germany and the Netherlands push for EU-wide ""tracking and bugging of vehicles""",https://www.reuters.com/world/europe/frances-le-pen-threatens-topple-government-cost-of-living-concerns-2024-11-20/,"Germany, France and the Netherlands are advocating for a reform of the European Investigation Order (EIO) to simplify cross-border...",0.502,NEGATIVE,0.925,0.524,POSITIVE,0.57
11/13/2024,GOV.UK,PM meeting with President Macron of France: 11 November 2024,https://www.nationalgeographic.com/travel/article/best-places-to-ski-in-france,Prime Minister Keir Starmer met France's President Emmanuel Macron this morning ahead of the Armistice Day commemorations in Paris.,0.512,POSITIVE,0.996,0.516,POSITIVE,0.97
11/17/2024,BT Sport,France 30-29 New Zealand Highlights: All Blacks defeated in Autumn Nations Series after enthralling fightback,https://www.lemonde.fr/en/opinion/article/2024/11/19/patrick-artus-france-or-the-us-which-model-do-we-prefer_6733277_23.html,"Watch highlights from the Autumn Nations Series, as France picked up their second home win of the campaign, this time beating New Zealand.",0.538,POSITIVE,0.996,0.507,NEGATIVE,0.554
11/16/2024,Financial Times,"In France’s peaceful wine country, high-end tourism is booming",https://cgastrategy.com/optimising-premium-drink-sales-in-frances-on-premise/,"Pommard is a famous Burgundian wine village just outside the wine town of Beaune but it's tiny. When last surveyed, in 2021,...",0.516,POSITIVE,0.999,0.56,POSITIVE,0.508
11/20/2024,Sports Mole,"Preview: France vs. Argentina - prediction, team news, lineups",https://www.bbc.com/news/articles/c30p6ey32ydo,"Sports Mole previews Friday's friendly clash between France and Argentina, including predictions, team news and possible lineups.",0.518,POSITIVE,0.698,0.519,POSITIVE,0.785
11/17/2024,The Independent,France rally past All Blacks after northern hemisphere rivals ‘bit the dust’,https://www.tntsports.co.uk/rugby/france-v-new-zealand-all-blacks-iconic-haka-lights-up-paris-ahead-of-autumn-nations-series-showdown_vid2268022/video.shtml,France 30-29 New Zealand: Les Bleus thrived in a thrilling autumn series test at the Stade de France with the help of Thomas Ramos' perfect...,0.504,POSITIVE,0.916,0.526,POSITIVE,0.652
11/13/2024,Ministère de l'Europe et des Affaires étrangères,President Macron holds talks in Paris with Sir Keir Starmer,https://www.france24.com/en/france/20241119-gis%C3%A8le-pelicot-slams-macho-society-that-trivialises-rape-in-closing-statement-of-rape-trial,President Macron thanked the British Prime Minister for being at the 11 November ceremony. The two leaders discussed major international...,0.506,POSITIVE,0.97,0.504,NEGATIVE,0.973
11/19/2024,Le Monde.fr,"France has become less attractive to foreign investors, report says",https://www.ft.com/content/b06ee7d7-bfd2-4fbf-8867-922d87ca49a0,The political and legislative uncertainty in France following the snap elections in June is sowing doubts among those looking to invest...,0.527,NEGATIVE,0.999,0.507,POSITIVE,0.865
11/20/2024,Reuters,Greece arrests Algerian suspected of smuggling pain relief drug to France,https://www.statewatch.org/news/2024/november/france-germany-and-the-netherlands-push-for-eu-wide-tracking-and-bugging-of-vehicles/,"Greek police arrested an Algerian man suspected of smuggling tablets of pain-fighting drug pregabalin to France from Greece, following an...",0.5,NEGATIVE,0.947,0.51,NEGATIVE,0.805
11/18/2024,Meta,"Meta AI Begins Roll Out on Ray-Ban Meta Glasses in France, Italy, Ireland and Spain",https://www.gov.uk/government/news/pm-meeting-with-president-macron-of-france-11-november-2024,"Today we're announcing that Meta AI will now be available on Ray-Ban Meta glasses in France, Italy, Ireland, and Spain, giving more people...",0.522,POSITIVE,0.815,0.52,POSITIVE,0.75
11/20/2024,CPPCC National Committee,"Xi says China, France shoulder common responsibilities amid new changes in int'l situation",https://www.tntsports.co.uk/rugby/france-30-29-new-zealand-highlights-all-blacks-defeated-in-autumn-nations-series-after-enthralling-fightback_vid2268044/video.shtml,"China and France, as major countries, share common responsibilities to lead the international community to unite in efforts to address...",0.543,NEGATIVE,0.607,0.527,POSITIVE,0.812
11/20/2024,AP News,France stalwart Alldritt left out of test against Argentina,https://www.ft.com/content/d73b1fc9-2015-43b9-8d66-54e35385359d,France stalwart Gregory Alldritt will miss France's final match in the autumn nations series. The French number eight was not included...,0.498,POSITIVE,0.905,0.507,POSITIVE,0.884
11/6/2024,NATO - Homepage,"Pressrelease: NATO Secretary General to visit France, 12-Nov.-2024",https://www.sportsmole.co.uk/rugby-union/france/autumn-nations-cup/preview/preview-france-vs-argentina-prediction-team-news-lineups_558549.html,"On Tuesday, 12 November 2024, NATO Secretary General Mark Rutte will travel to Paris, France.",0.509,POSITIVE,0.864,0.511,POSITIVE,0.705
11/14/2024,The Guardian,Fans clash at football match between France and Israel,https://www.independent.co.uk/sport/rugby/rugby-union/france-new-zealand-result-all-blacks-dupont-b2648440.html,Skirmish quickly quashed by security guards at stadium as riot police are deployed at 'high-risk' game.,0.501,NEGATIVE,0.608,0.526,POSITIVE,0.764
11/20/2024,Reuters,Hennessy workers strike as France's Macron urges Xi to drop China cognac tariffs,https://uk.ambafrance.org/President-Macron-holds-talks-in-Paris-with-Sir-Keir-Starmer,"Hennessy staff extended a strike on Wednesday over its plans to bottle cognac in China to circumvent import tariffs, after French President...",0.497,NEGATIVE,0.966,0.508,POSITIVE,0.97
11/19/2024,The Telegraph,Gisèle Pelicot condemns France’s ‘macho society’ in final remarks at mass rape trial,https://www.lemonde.fr/en/economy/article/2024/11/19/france-has-become-less-attractive-to-foreign-investors-reports-says_6733295_19.html,Victim describes case against ex-husband as 'trial of cowardliness',0.502,NEGATIVE,0.867,0.511,NEGATIVE,0.987
11/15/2024,BT Sport,France - New Zealand Live - Test Match: Rugby Scores & Highlights - 16/11/2024,https://www.reuters.com/world/greece-arrests-algerian-suspected-smuggling-pain-relief-drug-france-2024-11-20/,"TNT Sports is your source for the latest Test Match match updates. Get the full recap of France - New Zealand, complete with stats and...",0.548,POSITIVE,0.995,0.511,NEGATIVE,0.771
11/20/2024,AP News,France’s wealthiest family eyes Klopp’s help to turn Paris FC into powerhouse,https://about.fb.com/news/2024/11/meta-ai-begins-roll-out-on-ray-ban-meta-glasses-in-france-italy-ireland-and-spain/,"ORLY, France (AP) — The Arnault family, owners of the LVMH luxury empire, plan to draw on Jürgen Klopp's expertise as part of an ambitious...",0.506,POSITIVE,0.997,0.524,NEGATIVE,0.965
11/15/2024,Campus France,European Research Council Synergy Grants: 13 projects for France,http://en.cppcc.gov.cn/2024-11/20/c_1046499.htm,The European Research Council (ERC) has just released the list of 57 laureate teams of the Synergy Grants call for projects 2024.,0.517,POSITIVE,0.999,0.499,NEGATIVE,0.905
11/15/2024,Financial Times,Core no more: why troubles in France and Germany are transforming EU bond markets,https://apnews.com/article/france-argentina-rugby-4b5ab299b10b2c78c4f527a83a3a11e9,A distinction with so-called periphery countries is out of date.,0.524,POSITIVE,0.674,0.505,POSITIVE,0.964
11/14/2024,BBC,Dictionary of the French Academy presented to President Macron,https://www.nato.int/cps/en/natohq/news_230357.htm,The full ninth edition of the Dictionnaire de l'Académie Française has been presented to France's President Macron.,0.508,POSITIVE,0.99,0.509,POSITIVE,0.946
11/17/2024,BT Sport,'Extremely disappointed' - Ardie Savea rues missed opportunity as France end All Blacks' winning streak,https://www.theguardian.com/world/2024/nov/14/france-deploys-thousands-of-police-for-israel-match-after-amsterdam-violence,Ardie Savea had no time to find positives in his side's Autumn Nations Series defeat to France at the Stade de France in Paris.,0.508,NEGATIVE,1.0,0.513,POSITIVE,0.78
11/15/2024,Campus France,A French government report to improve the value of doctorates in France,https://www.reuters.com/business/retail-consumer/hennessy-workers-strike-frances-macron-urges-xi-drop-china-cognac-tariffs-2024-11-20/,A report focused on improving the value of doctorates in the companies and industry ecosystems has just been submitted to the French ministers for higher...,0.533,NEGATIVE,0.55,0.521,NEGATIVE,0.913
11/17/2024,BT Sport,Italy 1-3 France - Les Bleus win to snatch top spot in UEFA Nations League group from Azzurri,https://www.telegraph.co.uk/world-news/2024/11/19/gisele-pelicot-france-macho-society-final-remarks-mass-rape/,Adrien Rabiot scored twice as France snatched top spot in Group A2 with a 3-1 victory over Italy at San Siro.,0.53,POSITIVE,0.996,0.519,NEGATIVE,0.998
11/15/2024,POLITICO.eu,Billionaire media moguls join forces to invest in France’s oldest journalism school,https://www.tntsports.co.uk/rugby/test-match/2024/live-france-new-zealand_mtc1510279/live.shtml,"One media historian calls Bernard Arnault, Vincent Bolloré and Rodolphe Saadé's latest purchase “concerning.”",0.504,POSITIVE,0.88,0.533,NEGATIVE,0.761
11/18/2024,Le Monde.fr,France says Ukraine using its long-range missiles in Russia still an 'option',https://apnews.com/article/paris-fc-arnault-psg-klopp-lvmh-c393e3d11129e811d51215ce450f3e06,"France's Foreign Minister Jean-Noël Barrot said on Monday, November 18, that Paris remained open to allowing Ukraine to use French...",0.542,NEGATIVE,0.994,0.504,POSITIVE,0.993
11/20/2024,EWTN UK,"Nearly half of 2,500 anti-Christian hate crimes in Europe were in France, report says",https://www.campusfrance.org/en/actu/programme-synergy-2024-du-conseil-europeen-de-la-recherche,"The historic Church of the Immaculate Conception in Saint-Omer, in the Pas-de-Calais department of northern France, was ravaged by arson on...",0.507,NEGATIVE,0.991,0.501,POSITIVE,0.987
11/18/2024,The Telegraph,France and Germany back rival to Elon Musk’s SpaceX,https://www.ft.com/content/b334aa37-310f-4c79-9d9c-17c8663c62fd,European space start-up claims Nyx capsule will be cheaper and more efficient.,0.501,POSITIVE,0.992,0.506,POSITIVE,0.824
11/14/2024,ESPN,"France 0-0 Israel (14 Nov, 2024) Game Analysis",https://www.bbc.com/news/articles/cly03ve799go,Expert recap and game analysis of the France vs. Israel Uefa Nations League game from 14 November 2024 on ESPN (UK).,0.519,POSITIVE,0.964,0.519,POSITIVE,0.792
11/17/2024,Le Monde.fr,France's gold rush 2.0,https://www.tntsports.co.uk/rugby/autumn-internationals-2024/2024/ardie-savea-france-end-all-blacks-winning-streak-autumn-nations-series_sto20054748/story.shtml,"Gold prices have doubled in five years, a surge that attracts many French people looking to make ends meet or help their loved ones.",0.5,POSITIVE,0.999,0.51,POSITIVE,0.826
11/15/2024,The Independent,France vs New Zealand prediction: 11/2 French fancy appeals for Stade showdown,https://www.campusfrance.org/en/actu/pour-une-meilleure-valorisation-du-doctorat-en-france,Read our France vz New Zealand prediction for Saturday's huge Autumn International at the Stade de France. We've used the best odds for our...,0.544,NEGATIVE,0.97,0.499,POSITIVE,0.981
11/15/2024,Financial Times,London’s snaring of France’s Canal+ to revive moribund listing market,https://www.tntsports.co.uk/football/uefa-nations-league/2024-2025/italy-v-france-uefa-nations-league-live_sto10393323/story.shtml,Expected €6bn-€8bn IPO is set to be the largest listing in City since 2022.,0.531,NEGATIVE,0.993,0.505,POSITIVE,0.545
11/13/2024,POLITICO.eu,French government official to oversee ‘high-risk’ France vs. Israel football match,https://www.politico.eu/article/billionaire-media-moguls-join-forces-buy-france-oldest-journalism-school-esj-paris/,Extensive security measures put in place for game after violent attacks on Tel Aviv soccer fans in Amsterdam.,0.508,POSITIVE,0.854,0.511,POSITIVE,0.82
11/18/2024,Le Monde.fr,'Family destroyed': Children of French rape victim speak of heartbreak,https://www.lemonde.fr/en/france/article/2024/11/18/france-says-ukraine-using-its-long-range-missiles-in-russia-still-an-option_6733189_7.html,The daughter and sons of Dominique and Gisèle Pelicot spoke in court in the southern city of Avignon as the trial entered its final stages.,0.501,NEGATIVE,0.931,0.523,NEGATIVE,0.994
11/13/2024,POLITICO.eu,France boycotts COP29 after Azerbaijan’s ‘colonies’ attack,https://ewtn.co.uk/article-nearly-half-of-2500-anti-christian-hate-crimes-in-europe-were-in-france-report-says/,France's top climate official is skipping the COP29 climate negotiations in Azerbaijan after the host country's president accused France of “brutally”...,0.499,NEGATIVE,0.999,0.511,NEGATIVE,0.994
11/14/2024,ESPN,"All Blacks switch halves, move Savea for France showdown",https://www.telegraph.co.uk/business/2024/11/18/france-and-germany-back-rival-to-elon-musks-spacex/,"New Zealand's Beauden Barrett and Codie Taylor have returned to the side to face France in Paris on Saturday, having recovered after...",0.504,NEGATIVE,0.972,0.532,NEGATIVE,0.939
11/15/2024,POLITICO.eu,"As France’s Marine Le Pen stumbles, her far-right protégé seizes the limelight",https://www.espn.co.uk/football/report/_/gameId/698989,Jordan Bardella's glitzy book tour encourages speculation about a palace coup at the top of the National Rally party.,0.504,POSITIVE,0.95,0.517,POSITIVE,0.715
11/17/2024,Reuters,France's Macron says strikes on Ukraine show Putin does not want peace,https://www.lemonde.fr/en/france/article/2024/11/17/france-s-gold-rush-2-0_6733069_7.html,French President Emmanuel Macron said that a major Russian air barrage against Ukraine on Sunday showed that Russian President Vladimir...,0.515,NEGATIVE,0.997,0.5,POSITIVE,0.799
11/18/2024,BT Sport,Italy - France live: UEFA Nations League - Football,https://www.independent.co.uk/sport/rugby/rugby-union/france-vs-new-zealand-prediction-2024-b2646356.html,"Get the latest Football updates on TNT Sports. Catch Italy - France live on 17/11/2024. Find scores, stats and comments in real time.",0.499,POSITIVE,0.972,0.532,POSITIVE,0.682
11/15/2024,Financial Times,Young talent and old traditions drive a ‘Made in France’ watchmaking renaissance,https://www.ft.com/content/0a89cdbf-e441-4223-8b80-6d13dcebb155,"With names such as Cartier, Hermès and Louis Vuitton, you could never accuse France of having a small presence on the horological stage.",0.503,POSITIVE,0.997,0.507,POSITIVE,0.963
11/20/2024,CNN,The disputed region of India that bakes bread to rival France,https://www.politico.eu/article/french-government-interior-minister-bruno-retailleau-oversee-high-risk-france-israel-football-match/,"In Kashmir, local bakeries churn out roughly 10 kinds of bread a day, each with its own peculiar ritual and time of day to be consumed.",0.513,NEGATIVE,0.992,0.506,NEGATIVE,0.767
11/19/2024,Horse & Hound,‘Extra vigilance’ advised as neurological equine herpes reported in France,https://www.lemonde.fr/en/france/article/2024/11/18/family-destroyed-children-of-french-rape-victim-speak-of-heartbreak_6733233_7.html,Anyone who has travelled horses from or intends to travel them to or through France is advised to be “extra vigilant” owing to a reported...,0.502,POSITIVE,0.967,0.501,NEGATIVE,0.995
11/19/2024,Business Wire,"x-hoppers to Soft Launch AI-Powered Retail Solution in France at Tech for Retail 2024, Nov. 26-27",https://www.politico.eu/article/french-climate-minister-quits-cop29-after-azerbaijans-colonies-attack/,"x-hoppers, the trailblazing AI-powered retail communication platform, today announced its debut into the French market with a soft launch at...",0.553,POSITIVE,0.992,0.502,NEGATIVE,0.997
10/30/2024,BBC,France backs Morocco in dispute over Western Sahara,https://www.espn.co.uk/rugby/story/_/id/42392069/all-blacks-v-france-switch-halves-move-ardie-savea-crunch-paris-clash,"Signalling a change in France's long-held stance on Morocco's plan to grant Western Sahara autonomy under Moroccan sovereignty, the French...",0.501,NEGATIVE,0.985,0.507,POSITIVE,0.827
11/19/2024,Reuters,Britain's Octopus Energy partners with Skyborn to enter France's offshore wind market,https://www.politico.eu/article/jordan-bardella-glitzy-book-tour-far-right-palace-coup-marine-le-pen-embezzlement/,Britain's Octopus Energy said on Tuesday that the French government has selected its joint venture between its Octopus Energy Generation...,0.532,POSITIVE,0.984,0.504,NEGATIVE,0.955
11/19/2024,Le Monde.fr,Cable car accident in the French Alps injures eight workers,https://www.reuters.com/world/europe/frances-macron-says-strikes-ukraine-show-putin-does-not-want-peace-2024-11-17/,A cable car carriage carrying 16 people hit the arrival station at the ski resort of Val Thorens at around 7:30 am on Tuesday morning.,0.499,NEGATIVE,0.993,0.525,NEGATIVE,0.972
